"palavra";"sentimento"
"perambulássemos";"neg"
"perambulávamos";"neg"
"perambuláveis";"neg"
"perca";"neg"
"percais";"neg"
"percam";"neg"
"percamos";"neg"
"percas";"neg"
"perco";"neg"
"perda";"neg"
"perde";"neg"
"perdei";"neg"
"perdeis";"neg"
"perdem";"neg"
"perdemos";"neg"
"perdendo";"neg"
"perder";"neg"
"perdera";"neg"
"perderam";"neg"
"perderas";"neg"
"perderdes";"neg"
"perderei";"neg"
"perdereis";"neg"
"perderem";"neg"
"perderemos";"neg"
"perderes";"neg"
"perderia";"neg"
"perderiam";"neg"
"perderias";"neg"
"perdermos";"neg"
"perderá";"neg"
"perderás";"neg"
"perderão";"neg"
"perderíamos";"neg"
"perderíeis";"neg"
"perdes";"neg"
"perdesse";"neg"
"perdessem";"neg"
"perdesses";"neg"
"perdeste";"neg"
"perdestes";"neg"
"perdeu";"neg"
"perdi";"neg"
"perdia";"neg"
"perdiam";"neg"
"perdias";"neg"
"perdida";"neg"
"perdidas";"neg"
"perdido";"neg"
"perdidos";"neg"
"perdoa";"pos"
"perdoada";"pos"
"perdoadas";"pos"
"perdoado";"pos"
"perdoados";"pos"
"perdoai";"pos"
"perdoais";"pos"
"perdoam";"pos"
"perdoamos";"pos"
"perdoando";"pos"
"perdoar";"pos"
"perdoara";"pos"
"perdoaram";"pos"
"perdoaras";"pos"
"perdoardes";"pos"
"perdoarei";"pos"
"perdoareis";"pos"
"perdoarem";"pos"
"perdoaremos";"pos"
"perdoares";"pos"
"perdoaria";"pos"
"perdoariam";"pos"
"perdoarias";"pos"
"perdoarmos";"pos"
"perdoará";"pos"
"perdoarás";"pos"
"perdoarão";"pos"
"perdoaríamos";"pos"
"perdoaríeis";"pos"
"perdoas";"pos"
"perdoasse";"pos"
"perdoassem";"pos"
"perdoasses";"pos"
"perdoaste";"pos"
"perdoastes";"pos"
"perdoava";"pos"
"perdoavam";"pos"
"perdoavas";"pos"
"perdoe";"pos"
"perdoei";"pos"
"perdoeis";"pos"
"perdoem";"pos"
"perdoemos";"pos"
"perdoes";"pos"
"perdoou";"pos"
"perdoáramos";"pos"
"perdoáreis";"pos"
"perdoásseis";"pos"
"perdoássemos";"pos"
"perdoávamos";"pos"
"perdoáveis";"pos"
"perdão";"pos"
"perdêramos";"neg"
"perdêreis";"neg"
"perdêsseis";"neg"
"perdêssemos";"neg"
"perdíamos";"neg"
"perdíeis";"neg"
"perdôo";"pos"
"perdões";"pos"
"perfeita";"pos"
"perfeitas";"pos"
"perfeição";"pos"
"perigosa";"neg"
"perigosamente";"neg"
"perigosas";"neg"
"permissão";"pos"
"perplexidade";"neg"
"persegue";"neg"
"perseguem";"neg"
"persegues";"neg"
"persegui";"neg"
"perseguia";"neg"
"perseguiam";"neg"
"perseguias";"neg"
"perseguida";"neg"
"perseguidas";"neg"
"perseguido";"neg"
"perseguidos";"neg"
"perseguimos";"neg"
"perseguindo";"neg"
"perseguir";"neg"
"perseguira";"neg"
"perseguiram";"neg"
"perseguiras";"neg"
"perseguirdes";"neg"
"perseguirei";"neg"
"perseguireis";"neg"
"perseguirem";"neg"
"perseguiremos";"neg"
"perseguires";"neg"
"perseguiria";"neg"
"perseguiriam";"neg"
"perseguirias";"neg"
"perseguirmos";"neg"
"perseguirá";"neg"
"perseguirás";"neg"
"perseguirão";"neg"
"perseguiríamos";"neg"
"perseguiríeis";"neg"
"perseguis";"neg"
"perseguisse";"neg"
"perseguissem";"neg"
"perseguisses";"neg"
"perseguiste";"neg"
"perseguistes";"neg"
"perseguiu";"neg"
"perseguíamos";"neg"
"perseguíeis";"neg"
"perseguíramos";"neg"
"perseguíreis";"neg"
"perseguísseis";"neg"
"perseguíssemos";"neg"
"persiga";"neg"
"persigais";"neg"
"persigam";"neg"
"persigamos";"neg"
"persigas";"neg"
"persigo";"neg"
"persuada";"pos"
"persuadais";"pos"
"persuadam";"pos"
"persuadamos";"pos"
"persuadas";"pos"
"persuade";"pos"
"persuadem";"pos"
"persuades";"pos"
"persuadi";"pos"
"persuadia";"pos"
"persuadiam";"pos"
"persuadias";"pos"
"persuadida";"pos"
"persuadidas";"pos"
"persuadido";"pos"
"persuadidos";"pos"
"persuadimos";"pos"
"persuadindo";"pos"
"persuadir";"pos"
"persuadira";"pos"
"persuadiram";"pos"
"persuadiras";"pos"
"persuadirdes";"pos"
"persuadirei";"pos"
"persuadireis";"pos"
"persuadirem";"pos"
"persuadiremos";"pos"
"persuadires";"pos"
"persuadiria";"pos"
"persuadiriam";"pos"
"persuadirias";"pos"
"persuadirmos";"pos"
"persuadirá";"pos"
"persuadirás";"pos"
"persuadirão";"pos"
"persuadiríamos";"pos"
"persuadiríeis";"pos"
"persuadis";"pos"
"persuadisse";"pos"
"persuadissem";"pos"
"persuadisses";"pos"
"persuadiste";"pos"
"persuadistes";"pos"
"persuadiu";"pos"
"persuado";"pos"
"persuadíamos";"pos"
"persuadíeis";"pos"
"persuadíramos";"pos"
"persuadíreis";"pos"
"persuadísseis";"pos"
"persuadíssemos";"pos"
"perturba";"neg"
"perturbada";"neg"
"perturbadas";"neg"
"perturbado";"neg"
"perturbados";"neg"
"perturbai";"neg"
"perturbais";"neg"
"perturbam";"neg"
"perturbamos";"neg"
"perturbando";"neg"
"perturbar";"neg"
"perturbara";"neg"
"perturbaram";"neg"
"perturbaras";"neg"
"perturbardes";"neg"
"perturbarei";"neg"
"perturbareis";"neg"
"perturbarem";"neg"
"perturbaremos";"neg"
"perturbares";"neg"
"perturbaria";"neg"
"perturbariam";"neg"
"perturbarias";"neg"
"perturbarmos";"neg"
"perturbará";"neg"
"perturbarás";"neg"
"perturbarão";"neg"
"perturbaríamos";"neg"
"perturbaríeis";"neg"
"perturbas";"neg"
"perturbasse";"neg"
"perturbassem";"neg"
"perturbasses";"neg"
"perturbaste";"neg"
"perturbastes";"neg"
"perturbava";"neg"
"perturbavam";"neg"
"perturbavas";"neg"
"perturbação";"neg"
"perturbe";"neg"
"perturbei";"neg"
"perturbeis";"neg"
"perturbem";"neg"
"perturbemos";"neg"
"perturbes";"neg"
"perturbo";"neg"
"perturbou";"neg"
"perturbáramos";"neg"
"perturbáreis";"neg"
"perturbásseis";"neg"
"perturbássemos";"neg"
"perturbávamos";"neg"
"perturbáveis";"neg"
"perverso";"neg"
"perversos";"neg"
"perverta";"neg"
"pervertais";"neg"
"pervertam";"neg"
"pervertamos";"neg"
"pervertas";"neg"
"perverte";"neg"
"pervertei";"neg"
"perverteis";"neg"
"pervertem";"neg"
"pervertemos";"neg"
"pervertendo";"neg"
"perverter";"neg"
"pervertera";"neg"
"perverteram";"neg"
"perverteras";"neg"
"perverterdes";"neg"
"perverterei";"neg"
"pervertereis";"neg"
"perverterem";"neg"
"perverteremos";"neg"
"perverteres";"neg"
"perverteria";"neg"
"perverteriam";"neg"
"perverterias";"neg"
"pervertermos";"neg"
"perverterá";"neg"
"perverterás";"neg"
"perverterão";"neg"
"perverteríamos";"neg"
"perverteríeis";"neg"
"pervertes";"neg"
"pervertesse";"neg"
"pervertessem";"neg"
"pervertesses";"neg"
"perverteste";"neg"
"pervertestes";"neg"
"perverteu";"neg"
"perverti";"neg"
"pervertia";"neg"
"pervertiam";"neg"
"pervertias";"neg"
"pervertida";"neg"
"pervertidas";"neg"
"pervertido";"neg"
"pervertidos";"neg"
"perverto";"neg"
"pervertêramos";"neg"
"pervertêreis";"neg"
"pervertêsseis";"neg"
"pervertêssemos";"neg"
"pervertíamos";"neg"
"pervertíeis";"neg"
"pesado";"neg"
"pesados";"neg"
"pesar";"neg"
"peso";"neg"
"pesos";"neg"
"peste";"neg"
"peça";"neg"
"peçais";"neg"
"peçam";"neg"
"peçamos";"neg"
"peças";"neg"
"peço";"neg"
"pia";"pos"
"piada";"pos"
"pias";"pos"
"piedade";"neg"
"pilha";"neg"
"pilhada";"neg"
"pilhadas";"neg"
"pilhado";"neg"
"pilhados";"neg"
"pilhagem";"neg"
"pilhai";"neg"
"pilhais";"neg"
"pilham";"neg"
"pilhamos";"neg"
"pilhando";"neg"
"pilhar";"neg"
"pilhara";"neg"
"pilharam";"neg"
"pilharas";"neg"
"pilhardes";"neg"
"pilharei";"neg"
"pilhareis";"neg"
"pilharem";"neg"
"pilharemos";"neg"
"pilhares";"neg"
"pilharia";"neg"
"pilhariam";"neg"
"pilharias";"neg"
"pilharmos";"neg"
"pilhará";"neg"
"pilharás";"neg"
"pilharão";"neg"
"pilharíamos";"neg"
"pilharíeis";"neg"
"pilhas";"neg"
"pilhasse";"neg"
"pilhassem";"neg"
"pilhasses";"neg"
"pilhaste";"neg"
"pilhastes";"neg"
"pilhava";"neg"
"pilhavam";"neg"
"pilhavas";"neg"
"pilhe";"neg"
"pilhei";"neg"
"pilheis";"neg"
"pilhem";"neg"
"pilhemos";"neg"
"pilheria";"pos"
"pilheriada";"pos"
"pilheriadas";"pos"
"pilheriado";"pos"
"pilheriados";"pos"
"pilheriai";"pos"
"pilheriais";"pos"
"pilheriam";"pos"
"pilheriamos";"pos"
"pilheriando";"pos"
"pilheriar";"pos"
"pilheriara";"pos"
"pilheriaram";"pos"
"pilheriaras";"pos"
"pilheriardes";"pos"
"pilheriarei";"pos"
"pilheriareis";"pos"
"pilheriarem";"pos"
"pilheriaremos";"pos"
"pilheriares";"pos"
"pilheriaria";"pos"
"pilheriariam";"pos"
"pilheriarias";"pos"
"pilheriarmos";"pos"
"pilheriará";"pos"
"pilheriarás";"pos"
"pilheriarão";"pos"
"pilheriaríamos";"pos"
"pilheriaríeis";"pos"
"pilherias";"pos"
"pilheriasse";"pos"
"pilheriassem";"pos"
"pilheriasses";"pos"
"pilheriaste";"pos"
"pilheriastes";"pos"
"pilheriava";"pos"
"pilheriavam";"pos"
"pilheriavas";"pos"
"pilherie";"pos"
"pilheriei";"pos"
"pilherieis";"pos"
"pilheriem";"pos"
"pilheriemos";"pos"
"pilheries";"pos"
"pilherio";"pos"
"pilheriou";"pos"
"pilheriáramos";"pos"
"pilheriáreis";"pos"
"pilheriásseis";"pos"
"pilheriássemos";"pos"
"pilheriávamos";"pos"
"pilheriáveis";"pos"
"pilhes";"neg"
"pilho";"neg"
"pilhou";"neg"
"pilháramos";"neg"
"pilháreis";"neg"
"pilhásseis";"neg"
"pilhássemos";"neg"
"pilhávamos";"neg"
"pilháveis";"neg"
"pilhéria";"pos"
"pio";"pos"
"pior";"neg"
"piora";"neg"
"piorada";"neg"
"pioradas";"neg"
"piorado";"neg"
"piorados";"neg"
"piorai";"neg"
"piorais";"neg"
"pioram";"neg"
"pioramos";"neg"
"piorando";"neg"
"piorar";"neg"
"piorara";"neg"
"pioraram";"neg"
"pioraras";"neg"
"piorardes";"neg"
"piorarei";"neg"
"piorareis";"neg"
"piorarem";"neg"
"pioraremos";"neg"
"piorares";"neg"
"pioraria";"neg"
"piorariam";"neg"
"piorarias";"neg"
"piorarmos";"neg"
"piorará";"neg"
"piorarás";"neg"
"piorarão";"neg"
"pioraríamos";"neg"
"pioraríeis";"neg"
"pioras";"neg"
"piorasse";"neg"
"piorassem";"neg"
"piorasses";"neg"
"pioraste";"neg"
"piorastes";"neg"
"piorava";"neg"
"pioravam";"neg"
"pioravas";"neg"
"piore";"neg"
"piorei";"neg"
"pioreis";"neg"
"piorem";"neg"
"pioremos";"neg"
"piores";"neg"
"pioro";"neg"
"piorou";"neg"
"pioráramos";"neg"
"pioráreis";"neg"
"piorásseis";"neg"
"piorássemos";"neg"
"piorávamos";"neg"
"pioráveis";"neg"
"pios";"pos"
"plena";"pos"
"plenas";"pos"
"pobreza";"neg"
"poder";"pos"
"poderosa";"pos"
"poderosas";"pos"
"polida";"pos"
"polidas";"pos"
"polido";"pos"
"polidos";"pos"
"pompa";"pos"
"ponderada";"pos"
"ponderadas";"pos"
"popular";"pos"
"populares";"pos"
"porcaria";"neg"
"porção";"pos"
"porções";"pos"
"positiva";"pos"
"positivas";"pos"
"praga";"neg"
"pragas";"neg"
"pranteada";"neg"
"pranteadas";"neg"
"pranteado";"neg"
"pranteados";"neg"
"pranteai";"neg"
"pranteais";"neg"
"pranteamos";"neg"
"pranteando";"neg"
"prantear";"neg"
"pranteara";"neg"
"prantearam";"neg"
"prantearas";"neg"
"pranteardes";"neg"
"prantearei";"neg"
"pranteareis";"neg"
"prantearem";"neg"
"prantearemos";"neg"
"pranteares";"neg"
"prantearia";"neg"
"pranteariam";"neg"
"prantearias";"neg"
"prantearmos";"neg"
"pranteará";"neg"
"prantearás";"neg"
"prantearão";"neg"
"prantearíamos";"neg"
"prantearíeis";"neg"
"pranteasse";"neg"
"pranteassem";"neg"
"pranteasses";"neg"
"pranteaste";"neg"
"pranteastes";"neg"
"pranteava";"neg"
"pranteavam";"neg"
"pranteavas";"neg"
"pranteei";"neg"
"pranteeis";"neg"
"pranteemos";"neg"
"pranteia";"neg"
"pranteiam";"neg"
"pranteias";"neg"
"pranteie";"neg"
"pranteiem";"neg"
"pranteies";"neg"
"pranteio";"neg"
"pranteou";"neg"
"pranteáramos";"neg"
"pranteáreis";"neg"
"pranteásseis";"neg"
"pranteássemos";"neg"
"pranteávamos";"neg"
"pranteáveis";"neg"
"pranto";"neg"
"prazer";"pos"
"precaução";"pos"
"precisa";"pos"
"precisas";"pos"
"precisão";"pos"
"predileção";"pos"
"predominância";"pos"
"preferência";"pos"
"preferíveis";"pos"
"preferível";"pos"
"prejudica";"neg"
"prejudicada";"neg"
"prejudicadas";"neg"
"prejudicado";"neg"
"prejudicados";"neg"
"prejudicai";"neg"
"prejudicais";"neg"
"prejudicam";"neg"
"prejudicamos";"neg"
"prejudicando";"neg"
"prejudicar";"neg"
"prejudicara";"neg"
"prejudicaram";"neg"
"prejudicaras";"neg"
"prejudicardes";"neg"
"prejudicarei";"neg"
"prejudicareis";"neg"
"prejudicarem";"neg"
"prejudicaremos";"neg"
"prejudicares";"neg"
"prejudicaria";"neg"
"prejudicariam";"neg"
"prejudicarias";"neg"
"prejudicarmos";"neg"
"prejudicará";"neg"
"prejudicarás";"neg"
"prejudicarão";"neg"
"prejudicaríamos";"neg"
"prejudicaríeis";"neg"
"prejudicas";"neg"
"prejudicasse";"neg"
"prejudicassem";"neg"
"prejudicasses";"neg"
"prejudicaste";"neg"
"prejudicastes";"neg"
"prejudicava";"neg"
"prejudicavam";"neg"
"prejudicavas";"neg"
"prejudico";"neg"
"prejudicou";"neg"
"prejudicáramos";"neg"
"prejudicáreis";"neg"
"prejudicásseis";"neg"
"prejudicássemos";"neg"
"prejudicávamos";"neg"
"prejudicáveis";"neg"
"prejudique";"neg"
"prejudiquei";"neg"
"prejudiqueis";"neg"
"prejudiquem";"neg"
"prejudiquemos";"neg"
"prejudiques";"neg"
"prejuízo";"neg"
"premia";"pos"
"premiada";"pos"
"premiadas";"pos"
"premiado";"pos"
"premiados";"pos"
"premiai";"pos"
"premiais";"pos"
"premiam";"pos"
"premiamos";"pos"
"premiando";"pos"
"premiar";"pos"
"premiara";"pos"
"premiaram";"pos"
"premiaras";"pos"
"premiardes";"pos"
"premiarei";"pos"
"premiareis";"pos"
"premiarem";"pos"
"premiaremos";"pos"
"premiares";"pos"
"premiaria";"pos"
"premiariam";"pos"
"premiarias";"pos"
"premiarmos";"pos"
"premiará";"pos"
"premiarás";"pos"
"premiarão";"pos"
"premiaríamos";"pos"
"premiaríeis";"pos"
"premias";"pos"
"premiasse";"pos"
"premiassem";"pos"
"premiasses";"pos"
"premiaste";"pos"
"premiastes";"pos"
"premiava";"pos"
"premiavam";"pos"
"premiavas";"pos"
"premie";"pos"
"premiei";"pos"
"premieis";"pos"
"premiem";"pos"
"premiemos";"pos"
"premies";"pos"
"premio";"pos"
"premiou";"pos"
"premiáramos";"pos"
"premiáreis";"pos"
"premiásseis";"pos"
"premiássemos";"pos"
"premiávamos";"pos"
"premiáveis";"pos"
"premência";"neg"
"preocupa";"pos"
"preocupa-se";"pos"
"preocupado-se";"neg"
"preocupando";"pos"
"preocupando-se";"neg"
"preocupação";"neg"
"preparado-se";"pos"
"preparando-se";"pos"
"preponderância";"pos"
"presenteando";"pos"
"preserva";"pos"
"preservada";"pos"
"preservadas";"pos"
"preservado";"pos"
"preservados";"pos"
"preservai";"pos"
"preservais";"pos"
"preservam";"pos"
"preservamos";"pos"
"preservando";"pos"
"preservar";"pos"
"preservara";"pos"
"preservaram";"pos"
"preservaras";"pos"
"preservardes";"pos"
"preservarei";"pos"
"preservareis";"pos"
"preservarem";"pos"
"preservaremos";"pos"
"preservares";"pos"
"preservaria";"pos"
"preservariam";"pos"
"preservarias";"pos"
"preservarmos";"pos"
"preservará";"pos"
"preservarás";"pos"
"preservarão";"pos"
"preservaríamos";"pos"
"preservaríeis";"pos"
"preservas";"pos"
"preservasse";"pos"
"preservassem";"pos"
"preservasses";"pos"
"preservaste";"pos"
"preservastes";"pos"
"preservava";"pos"
"preservavam";"pos"
"preservavas";"pos"
"preserve";"pos"
"preservei";"pos"
"preserveis";"pos"
"preservem";"pos"
"preservemos";"pos"
"preserves";"pos"
"preservo";"pos"
"preservou";"pos"
"preserváramos";"pos"
"preserváreis";"pos"
"preservásseis";"pos"
"preservássemos";"pos"
"preservávamos";"pos"
"preserváveis";"pos"
"pressão";"neg"
"pressões";"neg"
"prestando";"pos"
"presteza";"pos"
"prestígio";"pos"
"presunçosamente";"neg"
"presunção";"neg"
"prevalece";"pos"
"prevalecei";"pos"
"prevaleceis";"pos"
"prevalecem";"pos"
"prevalecemos";"pos"
"prevalecendo";"pos"
"prevalecer";"pos"
"prevalecera";"pos"
"prevaleceram";"pos"
"prevaleceras";"pos"
"prevalecerdes";"pos"
"prevalecerei";"pos"
"prevalecereis";"pos"
"prevalecerem";"pos"
"prevaleceremos";"pos"
"prevaleceres";"pos"
"prevaleceria";"pos"
"prevaleceriam";"pos"
"prevalecerias";"pos"
"prevalecermos";"pos"
"prevalecerá";"pos"
"prevalecerás";"pos"
"prevalecerão";"pos"
"prevaleceríamos";"pos"
"prevaleceríeis";"pos"
"prevaleces";"pos"
"prevalecesse";"pos"
"prevalecessem";"pos"
"prevalecesses";"pos"
"prevaleceste";"pos"
"prevalecestes";"pos"
"prevaleceu";"pos"
"prevaleci";"pos"
"prevalecia";"pos"
"prevaleciam";"pos"
"prevalecias";"pos"
"prevalecida";"pos"
"prevalecidas";"pos"
"prevalecido";"pos"
"prevalecidos";"pos"
"prevalecêramos";"pos"
"prevalecêreis";"pos"
"prevalecêsseis";"pos"
"prevalecêssemos";"pos"
"prevalecíamos";"pos"
"prevalecíeis";"pos"
"prevaleça";"pos"
"prevaleçais";"pos"
"prevaleçam";"pos"
"prevaleçamos";"pos"
"prevaleças";"pos"
"prevaleço";"pos"
"preza";"pos"
"prezada";"pos"
"prezadas";"pos"
"prezado";"pos"
"prezados";"pos"
"prezai";"pos"
"prezais";"pos"
"prezam";"pos"
"prezamos";"pos"
"prezando";"pos"
"prezar";"pos"
"prezara";"pos"
"prezaram";"pos"
"prezaras";"pos"
"prezardes";"pos"
"prezarei";"pos"
"prezareis";"pos"
"prezarem";"pos"
"prezaremos";"pos"
"prezares";"pos"
"prezaria";"pos"
"prezariam";"pos"
"prezarias";"pos"
"prezarmos";"pos"
"prezará";"pos"
"prezarás";"pos"
"prezarão";"pos"
"prezaríamos";"pos"
"prezaríeis";"pos"
"prezas";"pos"
"prezasse";"pos"
"prezassem";"pos"
"prezasses";"pos"
"prezaste";"pos"
"prezastes";"pos"
"prezava";"pos"
"prezavam";"pos"
"prezavas";"pos"
"preze";"pos"
"prezei";"pos"
"prezeis";"pos"
"prezem";"pos"
"prezemos";"pos"
"prezes";"pos"
"prezo";"pos"
"prezou";"pos"
"prezáramos";"pos"
"prezáreis";"pos"
"prezásseis";"pos"
"prezássemos";"pos"
"prezávamos";"pos"
"prezáveis";"pos"
"preço";"pos"
"primazia";"pos"
"primor";"pos"
"principais";"pos"
"principal";"pos"
"priva";"neg"
"privada";"neg"
"privadas";"neg"
"privado";"neg"
"privados";"neg"
"privai";"neg"
"privais";"neg"
"privam";"neg"
"privamos";"neg"
"privando";"neg"
"privar";"neg"
"privara";"neg"
"privaram";"neg"
"privaras";"neg"
"privardes";"neg"
"privarei";"neg"
"privareis";"neg"
"privarem";"neg"
"privaremos";"neg"
"privares";"neg"
"privaria";"neg"
"privariam";"neg"
"privarias";"neg"
"privarmos";"neg"
"privará";"neg"
"privarás";"neg"
"privarão";"neg"
"privaríamos";"neg"
"privaríeis";"neg"
"privas";"neg"
"privasse";"neg"
"privassem";"neg"
"privasses";"neg"
"privaste";"neg"
"privastes";"neg"
"privava";"neg"
"privavam";"neg"
"privavas";"neg"
"prive";"neg"
"privei";"neg"
"priveis";"neg"
"privem";"neg"
"privemos";"neg"
"prives";"neg"
"privilégio";"pos"
"privo";"neg"
"privou";"neg"
"priváramos";"neg"
"priváreis";"neg"
"privásseis";"neg"
"privássemos";"neg"
"privávamos";"neg"
"priváveis";"neg"
"probidade";"pos"
"problema";"neg"
"problemas";"neg"
"produz";"pos"
"produza";"pos"
"produzais";"pos"
"produzam";"pos"
"produzamos";"pos"
"produzas";"pos"
"produze";"pos"
"produzem";"pos"
"produzes";"pos"
"produzi";"pos"
"produzia";"pos"
"produziam";"pos"
"produzias";"pos"
"produzida";"pos"
"produzidas";"pos"
"produzido";"pos"
"produzidos";"pos"
"produzimos";"pos"
"produzindo";"pos"
"produzir";"pos"
"produzira";"pos"
"produziram";"pos"
"produziras";"pos"
"produzirdes";"pos"
"produzirei";"pos"
"produzireis";"pos"
"produzirem";"pos"
"produziremos";"pos"
"produzires";"pos"
"produziria";"pos"
"produziriam";"pos"
"produzirias";"pos"
"produzirmos";"pos"
"produzirá";"pos"
"produzirás";"pos"
"produzirão";"pos"
"produziríamos";"pos"
"produziríeis";"pos"
"produzis";"pos"
"produzisse";"pos"
"produzissem";"pos"
"produzisses";"pos"
"produziste";"pos"
"produzistes";"pos"
"produziu";"pos"
"produzo";"pos"
"produzíamos";"pos"
"produzíeis";"pos"
"produzíramos";"pos"
"produzíreis";"pos"
"produzísseis";"pos"
"produzíssemos";"pos"
"proferindo";"pos"
"proficuidade";"pos"
"profusa";"pos"
"profusas";"pos"
"profusão";"pos"
"progredi";"pos"
"progredia";"pos"
"progrediam";"pos"
"progredias";"pos"
"progredida";"pos"
"progredidas";"pos"
"progredido";"pos"
"progredidos";"pos"
"progredimos";"pos"
"progredindo";"pos"
"progredir";"pos"
"progredira";"pos"
"progrediram";"pos"
"progrediras";"pos"
"progredirdes";"pos"
"progredirei";"pos"
"progredireis";"pos"
"progredirem";"pos"
"progrediremos";"pos"
"progredires";"pos"
"progrediria";"pos"
"progrediriam";"pos"
"progredirias";"pos"
"progredirmos";"pos"
"progredirá";"pos"
"progredirás";"pos"
"progredirão";"pos"
"progrediríamos";"pos"
"progrediríeis";"pos"
"progredis";"pos"
"progredisse";"pos"
"progredissem";"pos"
"progredisses";"pos"
"progrediste";"pos"
"progredistes";"pos"
"progrediu";"pos"
"progredíamos";"pos"
"progredíeis";"pos"
"progredíramos";"pos"
"progredíreis";"pos"
"progredísseis";"pos"
"progredíssemos";"pos"
"progrida";"pos"
"progridais";"pos"
"progridam";"pos"
"progridamos";"pos"
"progridas";"pos"
"progride";"pos"
"progridem";"pos"
"progrides";"pos"
"progrido";"pos"
"prolonga";"neg"
"prolongada";"neg"
"prolongadas";"neg"
"prolongado";"neg"
"prolongados";"neg"
"prolongai";"neg"
"prolongais";"neg"
"prolongam";"neg"
"prolongamos";"neg"
"prolongando";"neg"
"prolongar";"neg"
"prolongara";"neg"
"prolongaram";"neg"
"prolongaras";"neg"
"prolongardes";"neg"
"prolongarei";"neg"
"prolongareis";"neg"
"prolongarem";"neg"
"prolongaremos";"neg"
"prolongares";"neg"
"prolongaria";"neg"
"prolongariam";"neg"
"prolongarias";"neg"
"prolongarmos";"neg"
"prolongará";"neg"
"prolongarás";"neg"
"prolongarão";"neg"
"prolongaríamos";"neg"
"prolongaríeis";"neg"
"prolongas";"neg"
"prolongasse";"neg"
"prolongassem";"neg"
"prolongasses";"neg"
"prolongaste";"neg"
"prolongastes";"neg"
"prolongava";"neg"
"prolongavam";"neg"
"prolongavas";"neg"
"prolongo";"neg"
"prolongou";"neg"
"prolongue";"neg"
"prolonguei";"neg"
"prolongueis";"neg"
"prolonguem";"neg"
"prolonguemos";"neg"
"prolongues";"neg"
"prolongáramos";"neg"
"prolongáreis";"neg"
"prolongásseis";"neg"
"prolongássemos";"neg"
"prolongávamos";"neg"
"prolongáveis";"neg"
"prometa";"pos"
"prometais";"pos"
"prometam";"pos"
"prometamos";"pos"
"prometas";"pos"
"promete";"pos"
"prometedor";"pos"
"prometei";"pos"
"prometeis";"pos"
"prometem";"pos"
"prometemos";"pos"
"prometendo";"pos"
"prometer";"pos"
"prometera";"pos"
"prometeram";"pos"
"prometeras";"pos"
"prometerdes";"pos"
"prometerei";"pos"
"prometereis";"pos"
"prometerem";"pos"
"prometeremos";"pos"
"prometeres";"pos"
"prometeria";"pos"
"prometeriam";"pos"
"prometerias";"pos"
"prometermos";"pos"
"prometerá";"pos"
"prometerás";"pos"
"prometerão";"pos"
"prometeríamos";"pos"
"prometeríeis";"pos"
"prometes";"pos"
"prometesse";"pos"
"prometessem";"pos"
"prometesses";"pos"
"prometeste";"pos"
"prometestes";"pos"
"prometeu";"pos"
"prometi";"pos"
"prometia";"pos"
"prometiam";"pos"
"prometias";"pos"
"prometida";"pos"
"prometidas";"pos"
"prometido";"pos"
"prometidos";"pos"
"prometimento";"pos"
"prometo";"pos"
"prometêramos";"pos"
"prometêreis";"pos"
"prometêsseis";"pos"
"prometêssemos";"pos"
"prometíamos";"pos"
"prometíeis";"pos"
"prontidão";"pos"
"propondo";"pos"
"propriedades";"pos"
"prospera";"pos"
"prosperada";"pos"
"prosperadas";"pos"
"prosperado";"pos"
"prosperados";"pos"
"prosperai";"pos"
"prosperais";"pos"
"prosperam";"pos"
"prosperamente";"pos"
"prosperamos";"pos"
"prosperando";"pos"
"prosperar";"pos"
"prosperara";"pos"
"prosperaram";"pos"
"prosperaras";"pos"
"prosperardes";"pos"
"prosperarei";"pos"
"prosperareis";"pos"
"prosperarem";"pos"
"prosperaremos";"pos"
"prosperares";"pos"
"prosperaria";"pos"
"prosperariam";"pos"
"prosperarias";"pos"
"prosperarmos";"pos"
"prosperará";"pos"
"prosperarás";"pos"
"prosperarão";"pos"
"prosperaríamos";"pos"
"prosperaríeis";"pos"
"prosperas";"pos"
"prosperasse";"pos"
"prosperassem";"pos"
"prosperasses";"pos"
"prosperaste";"pos"
"prosperastes";"pos"
"prosperava";"pos"
"prosperavam";"pos"
"prosperavas";"pos"
"prospere";"pos"
"prosperei";"pos"
"prospereis";"pos"
"prosperem";"pos"
"prosperemos";"pos"
"prosperes";"pos"
"prosperidade";"pos"
"prospero";"pos"
"prosperou";"pos"
"prosperáramos";"pos"
"prosperáreis";"pos"
"prosperásseis";"pos"
"prosperássemos";"pos"
"prosperávamos";"pos"
"prosperáveis";"pos"
"prostração";"neg"
"protege";"pos"
"protegei";"pos"
"protegeis";"pos"
"protegem";"pos"
"protegemos";"pos"
"protegendo";"pos"
"proteger";"pos"
"protegera";"pos"
"protegeram";"pos"
"protegeras";"pos"
"protegerdes";"pos"
"protegerei";"pos"
"protegereis";"pos"
"protegerem";"pos"
"protegeremos";"pos"
"protegeres";"pos"
"protegeria";"pos"
"protegeriam";"pos"
"protegerias";"pos"
"protegermos";"pos"
"protegerá";"pos"
"protegerás";"pos"
"protegerão";"pos"
"protegeríamos";"pos"
"protegeríeis";"pos"
"proteges";"pos"
"protegesse";"pos"
"protegessem";"pos"
"protegesses";"pos"
"protegeste";"pos"
"protegestes";"pos"
"protegeu";"pos"
