"abandoned","abandonado"
"revert","reverter"
"revile","insultam"
"reviled","injuriado"
"revoke","revogar"
"revolt","revolta"
"revolting","revoltante"
"revoltingly","revoltingly"
"revulsion","repulsa"
"revulsive","revulsivo"
"rhapsodize","rhapsodize"
"rhetoric","retórica"
"rhetoric","retórica"
"rhetorical","retórico"
"rhetorical","retórico"
"rid","livrar"
"ridicule","ridicularização"
"ridicule","ridicularização"
"ridiculous","ridículo"
"ridiculously","ridiculamente"
"rife","rife"
"rift","rift"
"rift","rift"
"rifts","fendas"
"rifts","fendas"
"rigid","rígida"
"rigor","rigor"
"rigorous","rigorosa"
"rile","irritar"
"riled","irritaram"
"risk","risco"
"risk","risco"
"risky","arriscada"
"rival","rival"
"rival","rival"
"rivalry","rivalidade"
"roadblocks","bloqueios de estradas"
"roadblocks","bloqueios de estradas"
"rocky","rochoso"
"rogue","ladino"
"rogue","ladino"
"rollercoaster","montanha-russa"
"rollercoaster","montanha-russa"
"rot","rot"
"rot","rot"
"rotten","podre"
"rough","áspero"
"rubbish","lixo"
"rude","rudes"
"rue","rue"
"rue","rue"
"ruffian","rufião"
"ruffle","plissado"
"ruin","ruína"
"ruin","ruína"
"ruin","ruína"
"ruinous","ruinosa"
"rumbling","roncar"
"rumbling","roncar"
"rumor","rumor"
"rumor","rumor"
"rumors","rumores"
"rumors","rumores"
"rumours","rumores"
"rumours","rumores"
"rumple","rumple"
"run-down","run-down"
"runaway","runaway"
"rupture","ruptura"
"rupture","ruptura"
"rusty","enferrujado"
"ruthless","implacável"
"ruthlessly","impiedosamente"
"ruthlessness","crueldade"
"sabotage","sabotagem"
"sacrifice","sacrifício"
"sacrifice","sacrifício"
"sad","triste"
"sad","triste"
"sadden","entristecer"
"sadly","tristemente"
"sadness","tristeza"
"sag","sag"
"salacious","lascivo"
"sanctimonious","sanctimonious"
"sanctimonious","sanctimonious"
"sap","seiva"
"sarcasm","sarcasmo"
"sarcastic","sarcástico"
"sarcastically","sarcasticamente"
"sardonic","sardônico"
"sardonically","sarcasticamente"
"sass","sass"
"sass","sass"
"satirical","satírico"
"satirize","satirizar"
"savage","selvagem"
"savage","selvagem"
"savage","selvagem"
"savaged","savaged"
"savagely","selvagemente"
"savagery","selvageria"
"savages","selvagens"
"scandal","escândalo"
"scandal","escândalo"
"scandalize","escandalizar"
"scandalized","escandalizou"
"scandalous","escandalosa"
"scandalously","escandalosamente"
"scandals","escândalos"
"scant","escassa"
"scapegoat","bode expiatório"
"scar","scar"
"scar","scar"
"scarred","cicatrizada"
"scarce","escassa"
"scarcely","mal"
"scarcity","escassez"
"scare","susto"
"scared","com medo"
"scarier","mais assustador"
"scariest","mais assustadora"
"scarily","assustadoramente"
"scars","cicatrizes"
"scars","cicatrizes"
"scary","assustador"
"scary","assustador"
"scathing","mordaz"
"scathingly","scathingly"
"scheme","esquema"
"scheme","esquema"
"scheming","intrigas"
"scoff","zombam"
"scoffingly","zombeteiramente"
"scold","repreender"
"scolding","repreensão"
"scoldingly","ralhando"
"scorching","escaldante"
"scorchingly","scorchingly"
"scorn","desprezo"
"scornful","desdenhoso"
"scornfully","desdenhosamente"
"scoundrel","canalha"
"scourge","flagelo"
"scowl","carranca"
"scowl","carranca"
"scream","gritar"
"screech","guincho"
"screech","guincho"
"screw","parafuso"
"scum","escumalha"
"scummy","scummy"
"second-class","de segunda classe"
"second-tier","segunda-tier"
"secretive","secreto"
"secretive","secreto"
"sedentary","sedentário"
"seedy","decadente"
"seethe","ferver"
"seething","efervescente"
"self-coup","autogolpe"
"self-coup","autogolpe"
"self-criticism","autocrítica"
"self-criticism","autocrítica"
"self-defeating","auto-destrutivo"
"self-destructive","autodestrutivo"
"self-humiliation","auto-humilhação"
"self-humiliation","auto-humilhação"
"self-interest","auto-interesse"
"self-interest","auto-interesse"
"self-interested","interesseira"
"self-serving","auto-serviço"
"self-serving","auto-serviço"
"selfinterested","selfinterested"
"selfish","egoísta"
"selfishly","egoisticamente"
"selfishness","egoísmo"
"senile","senil"
"sensationalize","sensacionalismo"
"senseless","sem sentido"
"senselessly","senselessly"
"serious","grave"
"seriously","sério"
"seriousness","seriedade"
"sermonize","sermão"
"servitude","servidão"
"set-up","set-up"
"set-up","set-up"
"sever","cortar"
"severe","grave"
"severe","grave"
"severely","severamente"
"severity","gravidade"
"shabby","gasto"
"shadow","sombra"
"shadowy","sombria"
"shady","sombra"
"shake","tremer"
"shaky","trêmulo"
"shallow","rasa"
"sham","sham"
"shambles","frangalhos"
"shame","vergonha"
"shame","vergonha"
"shameful","vergonhoso"
"shameful","vergonhoso"
"shamefully","vergonhosamente"
"shamefully","vergonhosamente"
"shamefulness","vergonha"
"shameless","sem vergonha"
"shamelessly","desavergonhadamente"
"shamelessness","shamelessness"
"shark","tubarão"
"sharp","sharp"
"sharply","acentuadamente"
"shatter","quebrar"
"sheer","sheer"
"shirk","fugir"
"shirker","shirker"
"shipwreck","naufrágio"
"shiver","arrepio"
"shock","choque"
"shock","choque"
"shock","choque"
"shocking","chocante"
"shockingly","chocantemente"
"shoddy","de má qualidade"
"short-lived","de curta duração"
"shortage","escassez"
"shortchange","enganam"
"shortcoming","deficiência"
"shortcomings","deficiências"
"shortsighted","míope"
"shortsightedness","miopia"
"showdown","confronto"
"showdown","confronto"
"shred","shred"
"shred","shred"
"shrew","megera"
"shriek","guincho"
"shrill","estridente"
"shrill","estridente"
"shrilly","estridentemente"
"shrivel","murchar"
"shroud","mortalha"
"shrouded","envolta"
"shrug","encolher de ombros"
"shrug","encolher de ombros"
"shun","shun"
"shunned","evitado"
"shy","tímido"
"shyly","timidamente"
"shyness","timidez"
"sick","doente"
"sicken","adoecer"
"sickly","doentio"
"sickening","doentio"
"sickening","doentio"
"sickeningly","sickeningly"
"sickness","doença"
"sidetrack","sidetrack"
"sidetracked","desviado"
"siege","cerco"
"sillily","sillily"
"silly","bobo"
"simmer","ferver"
"simplistic","simplista"
"simplistic","simplista"
"simplistically","simplista"
"sin","pecado"
"sin","pecado"
"sinful","pecaminosa"
"sinfully","pecaminosamente"
"sinister","sinistro"
"sinisterly","sinistramente"
"sinking","afundando"
"sinking","afundando"
"skeletons","esqueletos"
"skeletons","esqueletos"
"skeptical","cético"
"skeptical","cético"
"skeptically","ceticamente"
"skepticism","ceticismo"
"skepticism","ceticismo"
"sketchy","esboçado"
"skimpy","acanhado"
"skittish","arisco"
"skittish","arisco"
"skittishly","enérgicas"
"skulk","skulk"
"slack","folga"
"slander","calúnia"
"slander","calúnia"
"slanderer","caluniador"
"slanderous","insultuosa"
"slanderously","caluniosamente"
"slanders","calúnias"
"slanders","calúnias"
"slap","tapa"
"slashing","cortando"
"slashing","cortando"
"slaughter","abate"
"slaughter","abate"
"slaughter","abate"
"slaughtered","abatidos"
"slaves","escravos"
"slaves","escravos"
"sleazy","desprezível"
"slight","ligeira"
"slight","ligeira"
"slight","ligeira"
"slightly","ligeiramente"
"slime","lodo"
"sloppy","desleixado"
"sloppily","sloppily"
"sloth","preguiça"
"slothful","preguiçoso"
"slow","lento"
"slowly","lentamente"
"slow-moving","baixa rotatividade"
"slug","lesma"
"sluggish","lento"
"slump","queda"
"slump","queda"
"slur","calúnia"
"sly","sly"
"smack","beijoca"
"smack","beijoca"
"smash","sucesso"
"smash","sucesso"
"smear","smear"
"smelling","cheirando"
"smokescreen","cortina de fumaça"
"smokescreen","cortina de fumaça"
"smolder","arder"
"smoldering","latente"
"smother","sufocar"
"smoulder","arder"
"smouldering","latente"
"smug","presunçoso"
"smugly","presunçosamente"
"smut","smut"
"smuttier","smuttier"
"smuttiest","smuttiest"
"smutty","smutty"
"snare","cilada"
"snarl","rosnado"
"snarl","rosnado"
"snatch","arrebatar"
"sneak","furtivo"
"sneak","furtivo"
"sneakily","sorrateiramente"
"sneaky","sorrateira"
"sneer","escárnio"
"sneer","escárnio"
"sneering","sarcástico"
"sneeringly","sneeringly"
"snub","arrebitado"
"so-cal","so-cal"
"so-called","chamado"
"sob","soluço"
"sober","sóbrio"
"sober","sóbrio"
"sobering","sóbrio"
"solemn","solene"
"solemn","solene"
"somber","sombria"
"sore","sore"
"sore","sore"
"sorely","dolorosamente"
"soreness","dor"
"sorrow","tristeza"
"sorrow","tristeza"
"sorrowful","triste"
"sorrowfully","tristemente"
"sorry","desculpe"
"sounding","soando"
"sour","azedo"
"sourly","sourly"
"spade","pá"
"spade","pá"
"spank","Tapinha"
"spilling","derramando"
"spilling","derramando"
"spinster","solteirona"
"spiritless","spiritless"
"spite","apesar"
"spiteful","rancoroso"
"spitefully","spitefully"
"spitefulness","spitefulness"
"split","divisão"
"split","divisão"
"splitting","divisão"
"spoil","estragar"
"spook","fantasma"
"spookier","spookier"
"spookiest","spookiest"
"spookily","spookily"
"spooky","assustador"
"spooky","assustador"
"spoon-fed","alimentados com colher"
"spoon-feed","colher-alimentação"
"spoonfed","spoonfed"
"sporadic","esporádica"
"spot","local"
"spotty","irregular"
"spurious","espúria"
"spurn","desprezam"
"sputter","pulverização catódica"
"squabble","disputa"
"squabbling","disputas"
"squander","desperdiçar"
"squash","abóbora"
"squirm","contorcer"
"stab","facada"
"stagger","cambalear"
"staggering","escalonamento"
"staggeringly","espantosamente"
"stagnant","estagnada"
"stagnate","estagnar"
"stagnation","estagnação"
"staid","Sóbria"
"stain","mancha"
"stake","jogo"
"stake","jogo"
"stale","obsoleto"
"stalemate","impasse"
"stammer","gagueira"
"stampede","debandada"
"stampede","debandada"
"standstill","paralisação"
"stark","stark"
"starkly","cruamente"
"startle","assustar"
"startling","surpreendente"
"startlingly","assustadoramente"
"starvation","fome"
"starve","morrer de fome"
"static","estática"
"steal","roubar"
"stealing","roubar"
"steep","íngreme"
"steeply","abruptamente"
"stench","fedor"
"stereotype","estereótipo"
"stereotypical","estereotipada"
"stereotypically","estereotipado"
"stern","popa"
"stern","popa"
"stew","guisado"
"sticky","pegajoso"
"stiff","stiff"
"stifle","sufocar"
"stifling","sufocante"
"stiflingly","stiflingly"
"stigma","estigma"
"stigma","estigma"
"stigmatize","estigmatizar"
"sting","sting"
"sting","sting"
"sting","sting"
"stinging","pungente"
"stingingly","stingingly"
"stink","fedor"
"stink","fedor"
"stinking","fedorento"
"stodgy","indigesto"
"stole","roubou"
"stolen","roubado"
"stolen","roubado"
"stooge","stooge"
"stooges","Stooges"
"stooges","Stooges"
"storm","tempestade"
"stormy","tempestuoso"
"straggle","straggle"
"straggler","straggler"
"strain","tensão"
"strain","tensão"
"strained","tensas"
"strange","estranho"
"strange","estranho"
"strangely","estranhamente"
"stranger","estranho"
"strangest","estranho"
"strangle","estrangular"
"strenuous","extenuante"
"stress","estresse"
"stress","estresse"
"stressful","estressante"
"stressfully","stressfully"
"stricken","ferido"
"strict","estrita"
"strictly","estritamente"
"strident","estridente"
"stridently","stridently"
"strife","discórdia"
"strike","greve"
"stringent","rigoroso"
"stringently","rigorosamente"
"struck","golpeado"
"struggle","luta"
"struggle","luta"
"strut","escorar"
"stubborn","teimoso"
"stubbornly","teimosamente"
"stubbornness","teimosia"
"stuffy","entupido"
"stumble","tropeço"
"stump","coto"
"stun","atordoar"
"stunt","dublê"
"stunted","atrofiado"
"stupid","estúpido"
"stupidity","estupidez"
"stupidly","estupidamente"
"stupified","stupified"
"stupify","Stupify"
"stupor","estupor"
"sty","chiqueiro"
"sty","chiqueiro"
"subdued","subjugado"
"subjected","submetido"
"subjection","sujeição"
"subjugate","subjugar"
"subjugate","subjugar"
"subjugation","subjugação"
"submissive","submisso"
"subordinate","subordinado"
"subordinate","subordinado"
"subservience","subserviência"
"subservient","subserviente"
"subside","diminuir"
"substandard","precárias"
"subtract","subtrair"
"subversion","subversão"
"subversive","subversivo"
"subversively","subversivamente"
"subvert","subverter"
"succumb","sucumbir"
"sucker","otário"
"suffer","sofrer"
"sufferer","sofredor"
"sufferers","sofredores"
"sufferers","sofredores"
"suffering","sofrimento"
"suffering","sofrimento"
"suffocate","sufocar"
"sugar-coat","adoçar"
"sugar-coated","revestidas de açúcar"
"sugarcoated","sugarcoated"
"suicidal","suicida"
"suicide","suicídio"
"sulk","mau humor"
"sullen","taciturno"
"sully","Sully"
"sunder","sunder"
"superficial","superficial"
"superficial","superficial"
"superficiality","superficialidade"
"superficially","superficialmente"
"superfluous","supérfluo"
"superiority","superioridade"
"superiority","superioridade"
"superstition","superstição"
"superstitious","supersticiosa"
"supposed","suposto"
"suppress","suprimir"
"suppression","supressão"
"suppression","supressão"
"supremacy","supremacia"
"supremacy","supremacia"
"surrender","rendição"
"surrender","rendição"
"susceptible","suscetíveis"
"suspect","suspeito"
"suspect","suspeito"
"suspicion","suspeita"
"suspicion","suspeita"
"suspicions","suspeitas"
"suspicions","suspeitas"
"suspicious","suspeito"
"suspicious","suspeito"
"suspicious","suspeito"
"suspiciously","suspeitosamente"
"swagger","arrogância"
"swamped","inundado"
"swear","juro"
"swindle","fraude"
"swipe","furto"
"swipe","furto"
"swoon","desmaio"
"swore","jurou"
"sympathetic","Simpático"
"sympathetic","Simpático"
"sympathetically","simpaticamente"
"sympathies","simpatias"
"sympathies","simpatias"
"sympathize","simpatizar"
"sympathy","simpatia"
"sympathy","simpatia"
"symptom","sintoma"
"syndrome","síndrome"
"syndrome","síndrome"
"taboo","tabu"
"taboo","tabu"
"taint","mácula"
"tainted","contaminado"
"tamper","adulterar"
"tangled","emaranhado"
"tantrum","birra"
"tardy","tardio"
"tarnish","manchar"
"taunt","provocação"
"taunt","provocação"
"taunting","insultos"
"tauntingly","tauntingly"
"taunts","provocações"
"tawdry","de mau gosto"
"tease","provocação"
"teasingly","provocativamente"
"taxing","tributação"
"tedious","tedioso"
"tediously","tediosamente"
"temerity","temeridade"
"temper","temperamento"
"temper","temperamento"
"tempest","tempestade"
"temptation","tentação"
"tense","tenso"
"tension","tensão"
"tension","tensão"
"tentative","tentative"
"tentatively","tentativamente"
"tenuous","tênue"
"tenuously","tenuously"
"tepid","tépida"
"terrible","terrível"
"terrible","terrível"
"terribleness","terribleness"
"terribly","terrivelmente"
"terror","terror"
"terror-genic","terror-gênica"
"terror-genic","terror-gênica"
"terrorism","terrorismo"
"terrorize","aterrorizar"
"thankless","ingrata"
"thirst","sede"
"thirst","sede"
"thorny","espinhoso"
"thorny","espinhoso"
"thoughtless","impensado"
"thoughtlessly","impensadamente"
"thoughtlessness","irreflexão"
"thrash","thrash"
"threat","ameaça"
"threat","ameaça"
"threaten","ameaçar"
"threatening","ameaçador"
"threatening","ameaçador"
"threats","ameaças"
"threats","ameaças"
"throttle","acelerador"
"throw","jogar"
"thumb","polegar"
"thumbs","polegares"
"thumbs","polegares"
"thwart","frustrar"
"timid","tímidos"
"timidity","timidez"
"timidly","timidamente"
"timidness","timidness"
"tiny","minúsculo"
"tire","pneu"
"tired","cansado"
"tiresome","cansativo"
"tiring","cansativo"
"tiring","cansativo"
"tiringly","tiringly"
"toil","labuta"
"toll","pedágio"
"toll","pedágio"
"too","também"
"topple","derrubar"
"torment","tormento"
"torment","tormento"
"tormented","atormentado"
"torrent","Torrent"
"torture","tortura"
"torture","tortura"
"tortured","torturados"
"tortuous","tortuoso"
"torturous","torturante"
"torturously","torturously"
"totalitarian","totalitário"
"touchy","melindroso"
"toughness","dureza"
"toughness","dureza"
"toxic","tóxico"
"traduce","difamar"
"tragedy","tragédia"
"tragedy","tragédia"
"tragic","trágico"
"tragically","tragicamente"
"traitor","traidor"
"traitorous","traiçoeiro"
"traitorously","traiçoeiramente"
"traitorously","traiçoeiramente"
"tramp","tramp"
"trample","atropelar"
"transgress","transgredir"
"transgression","transgressão"
"trauma","trauma"
"trauma","trauma"
"traumatic","traumático"
"traumatic","traumático"
"traumatically","traumaticamente"
"traumatize","traumatizar"
"traumatized","traumatizado"
"travesties","travestis"
"travesty","travesti"
"travesty","travesti"
"treacherous","traiçoeiro"
"treacherously","traiçoeiramente"
"treachery","traição"
"treason","traição"
"treasonous","treasonous"
"trial","julgamento"
"trick","truque"
"trick","truque"
"tricky","complicado"
"tricky","complicado"
"trickery","malandragem"
"trivial","trivial"
"trivial","trivial"
"trivialize","banalizar"
"trivially","trivialmente"
"trouble","problemas"
"trouble","problemas"
"trouble","problemas"
"trouble","problemas"
"troublemaker","encrenqueiro"
"troublemaker","encrenqueiro"
"troublesome","problemático"
"troublesome","problemático"
"troublesomely","troublesomely"
"troubling","preocupante"
"troublingly","perturbadoramente"
"truant","ocioso"
"try","tentar"
"trying","tentando"
"tumultuous","tumultuada"
"turbulent","turbulento"
"turmoil","turbulência"
"twist","torção"
"twist","torção"
"twisted","trançado"
"twists","torções"
"twists","torções"
"tyrannical","tirânico"
"tyrannically","tiranicamente"
"tyranny","tirania"
"tyrant","tirano"
"ugh","ugh"
"ugliness","feiúra"
"ugliness","feiúra"
"ugly","feio"
"ulterior","ulterior"
"ultimatum","ultimato"
"ultimatums","ultimatos"
"ultimatums","ultimatos"
"ultra-hardline","ultra-radical"
"ultra-hardline","ultra-radical"
"unable","incapaz"
"unacceptable","inaceitável"
"unacceptablely","unacceptablely"
"unaccustomed","desacostumado"
"unattractive","desinteressante"
"unauthentic","inautêntica"
"unavailable","indisponível"
"unavoidable","inevitável"
"unavoidably","inevitavelmente"
"unbearable","insuportável"
"unbearablely","unbearablely"
"unbelievable","inacreditável"
"unbelievably","inacreditavelmente"
"uncertain","incerta"
"uncivil","incivil"
"uncivilized","incivilizado"
"uncivilized","incivilizado"
"unclean","imundo"
"unclear","claro"
"uncollectible","incobráveis"
"uncomfortable","desconfortáveis"
"uncompetitive","não competitivo"
"uncompromising","intransigente"
"uncompromisingly","intransigente"
"unconfirmed","não confirmado"
"unconstitutional","inconstitucional"
"uncontrolled","descontrolada"
"unconvincing","inconvincente"
"unconvincingly","unconvincingly"
"uncouth","rude"
"undecided","indeciso"
"undefined","indefinido"
"undependability","undependability"
"undependable","inconfiável"
"underdog","underdog"
"underdog","underdog"
"underestimate","subestime"
"underlings","subordinados"
"underlings","subordinados"
"undermine","minar"
"underpaid","mal pagos"
"undesirable","indesejável"
"undetermined","indeterminado"
"undid","Undid"
"undignified","indigno"
"undo","desfazer"
"undocumented","indocumentados"
"undone","desfeita"
"undue","indevida"
"unease","mal-estar"
"unease","mal-estar"
"uneasily","desconfortavelmente"
"uneasiness","mal-estar"
"uneasiness","mal-estar"
"uneasy","inquieto"
"uneconomical","antieconômico"
"unequal","desigual"
"unethical","antiético"
"uneven","desigual"
"uneventful","sem intercorrências"
"unexpected","inesperado"
"unexpectedly","inesperadamente"
"unexplained","inexplicada"
"unfair","injusto"
"unfairly","injustamente"
"unfaithful","infiel"
"unfaithfully","infielmente"
"unfamiliar","desconhecido"
"unfavorable","desfavorável"
"unfeeling","insensível"
"unfinished","inacabado"
"unfit","impróprios"
"unforeseen","imprevista"
"unfortunate","infeliz"
"unfortunately","infelizmente"
"unfounded","infundado"
"unfriendly","hostil"
"unfulfilled","não cumprida"
"unfunded","sem financiamento"
"ungrateful","ingrato"
"ungovernable","ingovernável"
"ungovernable","ingovernável"
"unhappily","infelizmente"
"unhappiness","infelicidade"
"unhappy","infeliz"
"unhealthy","insalubre"
"unilateralism","unilateralismo"
"unilateralism","unilateralismo"
"unimaginable","inimaginável"
"unimaginably","inimaginavelmente"
"unimportant","sem importância"
"uninformed","desinformado"
"uninsured","sem seguro"
"unipolar","unipolar"
"unipolar","unipolar"
"unjust","injusta"
"unjustifiable","injustificável"
"unjustifiably","injustificadamente"
"unjustified","injustificada"
"unjustly","injustamente"
"unkind","indelicado"
"unkindly","unkindly"
"unlamentable","unlamentable"
"unlamentably","unlamentably"
"unlawful","ilegal"
"unlawfully","ilegalmente"
"unlawfulness","ilegalidade"
"unlawfulness","ilegalidade"
"unleash","desencadear"
"unlicensed","sem licença"
"unlikely","improvável"
"unlucky","azarado"
"unmoved","impassível"
"unnatural","antinatural"
"unnaturally","anormalmente"
"unnecessary","desnecessária"
"unneeded","desnecessário"
"unnerve","enervar"
"unnerved","unnerved"
"unnerving","enervante"
"unnervingly","unnervingly"
"unnoticed","despercebido"
"unobserved","unobserved"
"unorthodox","heterodoxo"
"unorthodoxy","unorthodoxy"
"unpleasant","desagradável"
"unpleasantries","unpleasantries"
"unpleasantries","unpleasantries"
"unpopular","impopular"
"unprecedent","inédito"
"unprecedented","sem precedentes"
"unpredictable","imprevisível"
"unprepared","despreparados"
"unproductive","improdutivo"
"unprofitable","inútil"
"unqualified","sem ressalvas"
"unravel","desvendar"
"unravel","desvendar"
"unraveled","desvendado"
"unrealistic","irrealista"
"unreasonable","irrazoável"
"unreasonable","irrazoável"
"unreasonably","injustificadamente"
"unrelenting","inflexível"
"unrelenting","inflexível"
"unrelentingly","inexoravelmente"
"unreliability","unreliability"
"unreliability","unreliability"
"unreliable","confiável"
"unresolved","não resolvido"
"unrest","desassossego"
"unruly","indisciplinados"
"unsafe","inseguro"
"unsatisfactory","insatisfatório"
"unsavory","desagradável"
"unscrupulous","inescrupuloso"
"unscrupulously","inescrupulosamente"
"unseemly","impróprio"
"unsettle","abalar"
"unsettled","instável"
"unsettling","inquietante"
"unsettlingly","unsettlingly"
"unskilled","não qualificados"
"unsophisticated","sem sofisticação"
"unsound","doentio"
"unspeakable","indizível"
"unspeakablely","unspeakablely"
"unspecified","não especificado"
"unstable","instável"
"unsteadily","unsteadily"
"unsteadiness","unsteadiness"
"unsteady","instável"
"unsuccessful","malsucedida"
"unsuccessfully","sem sucesso"
"unsupported","não suportado"
"unsure","inseguro"
"unsuspecting","desavisado"
"unsustainable","insustentável"
"untenable","insustentável"
"untested","não testado"
"unthinkable","impensável"
"unthinkably","inconcebivelmente"
"untimely","prematura"
"untrue","falso"
"untrustworthy","indigno de confiança"
"untruthful","untruthful"
"unusual","incomum"
"unusually","invulgarmente"
"unwanted","indesejado"
"unwarranted","injustificada"
"unwelcome","indesejável"
"unwieldy","pesado"
"unwilling","relutantes"
"unwillingly","contragosto"
"unwillingness","falta de vontade"
"unwise","imprudente"
"unwisely","imprudentemente"
"unworkable","impraticável"
"unworthy","indigno"
"unyielding","inflexível"
"upbraid","repreender"
"upheaval","convulsão"
"uprising","revolta"
"uproar","alvoroço"
"uproarious","uproarious"
"uproariously","uproariously"
"uproarous","uproarous"
"uproarously","uproarously"
"uproot","desenraizar"
"upset","chateado"
"upset","chateado"
"upsetting","perturbador"
"upsetting","perturbador"
"upsettingly","upsettingly"
"urgency","urgência"
"urgency","urgência"
"urgent","urgente"
"urgent","urgente"
"urgently","urgência"
"useless","inútil"
"usurp","usurpar"
"usurper","usurpador"
"utter","absoluta"
"utterly","totalmente"
"vagrant","vagabundo"
"vague","vaga"
"vague","vaga"
"vagueness","imprecisão"
"vain","vão"
"vainly","em vão"
"vanish","desaparecer"
"vanity","vaidade"
"vehement","veemente"
"vehemently","veementemente"
"vengeance","vingança"
"vengeful","vingativo"
"vengefully","vengefully"
"vengefulness","vengefulness"
"venom","veneno"
"venom","veneno"
"venomous","venenosa"
"venomously","venenosamente"
"vent","desabafar"
"vent","desabafar"
"vestiges","vestígios"
"vestiges","vestígios"
"veto","veto"
"veto","veto"
"vex","vex"
"vex","vex"
"vexation","vexame"
"vexing","vexatório"
"vexingly","vexingly"
"vice","vice-"
"vicious","vicioso"
"viciously","viciosamente"
"viciousness","viciousness"
"victimize","vitimar"
"vie","vie"
"vile","vil"
"vileness","vileza"
"vilify","vilipendiar"
"villainous","vilão"
"villainously","infamemente"
"villains","vilões"
"villains","vilões"
"villian","villian"
"villianous","villianous"
"villianously","villianously"
"villify","vilificar"
"vindictive","vingativo"
"vindictively","vindictively"
"vindictiveness","vindictiveness"
"violate","violar"
"violation","violação"
"violator","violador"
"violator","violador"
"violent","violento"
"violently","violentamente"
"viper","viper"
"virulence","virulência"
"virulent","virulenta"
"virulently","virulentamente"
"virus","vírus"
"virus","vírus"
"vocally","vocalmente"
"vociferous","vociferante"
"vociferously","vociferously"
"void","vazio"
"volatile","volátil"
"volatility","volatilidade"
"vomit","vômito"
"vomit","vômito"
"vulgar","vulgar"
"wail","lamento"
"wallow","chafurdar"
"wane","declínio"
"waning","Lua"
"waning","Lua"
"wanton","devassa"
"war","guerra"
"war","guerra"
"war-like","bélica"
"war-like","bélica"
"warfare","guerra"
"warlike","bélico"
"warning","aviso"
"warning","aviso"
"warp","urdidura"
"warped","deformado"
"wary","Desconfie"
"warily","cautelosamente"
"wariness","cautela"
"waste","resíduos"
"waste","resíduos"
"wasteful","desperdício"
"wastefulness","desperdício"
"watchdog","watchdog"
"watchdog","watchdog"
"wayward","rebelde"
"weak","fraco"
"weaken","enfraquecer"
"weakening","enfraquecimento"
"weakening","enfraquecimento"
"weakness","fraqueza"
"weakness","fraqueza"
"weaknesses","fraquezas"
"weaknesses","fraquezas"
"weariness","cansaço"
"wearisome","cansativa"
"weary","cansado"
"weary","cansado"
"weary","cansado"
"wedge","cunha"
"wedge","cunha"
"wee","wee"
"weed","erva daninha"
"weep","chorar"
"weird","estranho"
"weird","estranho"
"weirdly","weirdly"
"whatever","o que quer"
"wheedle","wheedle"
"whimper","gemido"
"whine","lamentação"
"whine","lamentação"
"whips","chicotes"
"whips","chicotes"
"wicked","ímpios"
"wickedly","perversamente"
"wickedness","maldade"
"widespread","generalizada"
"wild","selvagem"
"wildly","descontroladamente"
"wiles","ardis"
"wilt","murchar"
"wily","astuto"
"wince","estremecimento"
"withheld","retido"
"withhold","reter"
"woe","ai"
"woebegone","woebegone"
"woeful","lamentável"
"woefully","lamentavelmente"
"worn","desgastado"
"worn","desgastado"
"worried","preocupado"
"worriedly","preocupadamente"
"worrier","preocupado"
"worries","preocupações"
"worries","preocupações"
"worrisome","preocupante"
"worry","preocupar"
"worry","preocupar"
"worry","preocupar"
"worrying","preocupante"
"worryingly","preocupantemente"
"worse","pior"
"worsen","piorar"
"worsening","agravamento"
"worst","pior"
"worthless","inútil"
"worthlessly","inutilmente"
"worthlessness","inutilidade"
"wound","ferida"
"wound","ferida"
"wound","ferida"
"wounds","feridas"
"wounds","feridas"
"wreck","naufrágio"
"wreck","naufrágio"
"wrangle","disputa"
"wrath","ira"
"wrest","arrebatar"
"wrestle","lutar"
"wretch","desgraçado"
"wretched","miserável"
"wretchedly","miseravelmente"
"wretchedness","miséria"
"writhe","contorcer"
"wrong","errado"
"wrong","errado"
"wrongful","faltoso"
"wrongly","erroneamente"
"wrought","forjado"
"wrought","forjado"
"yawn","bocejo"
"yawn","bocejo"
"yelp","uivo"
"zealot","fanático"
"zealous","zeloso"
"zealously","zelosamente"
